Mary Baron,8065755,13-05-2003,2,23,84,99,79,78,49,4,24,26,22,51
Walter Dixon,5843287,19-09-2002,2,99,28,29,17,85,91,97,61
Lee Brown,1663004,23-06-2003,1,46,47,73,15,38,34,75
Tanika Jaimes,3135485,09-06-2005,2,69,13,41,98,39,16,82,60,92,34,32,74,56,18,72,77,1,58
Mayme Burriss,8311980,20-09-2004,1,78,32,47,30,47,43,30,89,68,68,93,5,50,3,0,76,87,12,77,47
John Bailey,6312418,03-09-2000,1,94,21,63,88,0,37,69,51,38
Julius Moore,6551794,16-09-2000,1,27,61,92,44,69,75,17,12,66,71,36,55,27,10,0,98,5,60,88
Jesica Rodrigues,6997807,05-07-2002,1,45,56,90,46,84,48,75,39,54,85,4,13,33,44
Mary Stanton,1275658,26-05-2005,1,77,11,2,77,97,66,14,46,62,75
Jennifer Stephens,4224005,05-04-2000,1,48,22,39,19,31,66,43,16,19,98,44,7,8,18,38,76
Steven Thompson,7396983,08-11-2001,1,57,8,68,85,76,2,65,24,56,10,30
Maria Stierwalt,1379298,13-10-2000,1,0,35,90,41,13,19,17,19,58,74,72,37
June Fergus,5326983,12-09-2001,2,73,97,3,58,82,90,7,82,96,89,46
Jesus Blanding,4280954,09-05-2001,1,35,99,5,31,44,13,63,50
Daniel Hancock,3317242,29-10-2002,2,80,55,90,88,21,5,24,72,38,95,11,56,27
Jason Fisher,7511050,20-01-2003,1,61,2,92,93,49,8,36,7,95,25,83,2,61
Mildred Hudson,3034342,02-07-2003,2,55,43,91,78,59,19,22
Paul Cavender,4918215,21-05-2002,1,93,55,37,62,3,24,47,64,38,51
Rosemary Boyd,3231392,28-01-2001,1,39,74,30,40,45,11,14,52,91,5,20
Brenda Lorona,6365619,01-06-2005,2,25,65,29,24,16
Lakeshia Vives,7915787,01-04-2002,1,97,47,10,51,49,87,49,79,67,32,37,25
Sterling Ackley,1943385,24-12-2001,1,78,44,65,52,20,27,49
Elizabeth Brown,2196560,30-02-2004,2,100,87,62,45,44,74,74,74,88,63,63,21,14,37,97,99,31,99,75,42,20,48,56,34,38
Keith Webb,2599881,09-02-2000,1,90,62,19,92,77,82,44,10,67,7,79,82
Dorothea Lacombe,9425125,28-04-2002,1,96,33,70,57,91,62,31,79,56,15,74,73,7
Stephen Gagne,6636969,14-06-2001,2,31,67,98,81,8,0,75,9,63,8,71,1,76,30,39,80,40,12,91,48
Dora Gentle,9254930,04-08-2000,2,52,81,73,40,41,78,73,98,28,61,51,28,72,55,19,89,65,4,50,28
Paul Ingram,8119099,25-01-2003,2,64,95,2,7,4,24,25
Nicholas Santiago,5229771,22-09-2003,2,16,67,22,33,35,24,84,99,100,8,66,88,34,100,31,4,97,6,49,36
Neva Ball,1557897,21-06-2000,1,62,11,59,37,11,24,51,94,57,51,51,60,79,98,28,58,34,94,8,7
Curtis Wolfe,1970744,04-02-2004,1,27,37,43,57,61,3,54,91,25,79,41,16,72,97,19,8,40
Brian Sanchez,2390334,06-08-2002,1,84,39,34,82,81,48,83
Catherine Glasgow,1230069,11-06-2005,2,49,70,61,34,88,25,84,80,47,58,33
Gertrudis Townsend,4647470,18-04-2000,2,22,11,54,83,94,54,77,48,2,87,76,67,22,25,10,6,29,92,69,54,90
Christy Shields,3574468,22-11-2000,1,76,99,42,66,49
Elaine Triplett,9961595,05-05-2003,2,19,27,16,49,22,18,80,99,65,67,89,20,66,99,8,42,73,93,32,89,98,44,2,59,89
Gertrude Troutt,9128546,10-12-2000,1,0,29,50,32,67,47,62,100,58,26
Donna Reza,4712134,12-11-2001,1,93,93,4,19,38,90,59,41,54,57,54,63,36,32,16,41,100,12
Beth Acosta,7688494,04-06-2004,2,33,44,12,22,92,9,86,70,83,89,99,15,59,90,65,4,98,75,14,79,85,23,98,81
Stephen Capizzi,2614137,27-09-2001,2,39,35,4,97,84,55,89,99,58,21,92,80,51
Michael Soto,4576838,18-04-2000,1,59,68,23,53,59,25,34,98,51,2,38,27,54,1
Jack Johnson,4052467,24-08-2003,1,5,32,2,4,35,54,23,53,8,67,12,71,42,15,4,50,32,44,77,14,15,7
Ruby Osman,6405569,20-09-2000,1,44,14,31,21,5,28,18,70,1,26
Danielle Healy,9438484,03-12-2000,2,71,8,23,22,37
Marcel Campbell,9000147,10-05-2002,2,36,45,19,41,81,95,47,42,6,3,17,60,34
Steven Duncan,9396770,16-03-2003,1,92,21,45,96,64,31,8,62,93,94,24,93,44,64,84,89,41,25,95,23,85,94,93,3
John Raper,9019471,17-10-2003,2,75,45,37,34,26,63,69,19,3,85,18,98,73,45,71,23,7,40,93,65,56,69,94,19,18
Dale Gantt,9666913,03-06-2004,1,9,89,28,73,13,49,83,100,58,33,63,18,100,25,22
John Mckenzie,1417751,25-12-2004,1,14,60,52,73,53,37,22,88,51,43,2,24,35,51,35
Joyce Molina,5367921,29-03-2003,2,57,41,98,49,45,12,21,49
Ronald Fox,8806030,18-09-2005,1,76,7,42,80,96,85,6,45,84,95,95,74,39,78,65,68,83,36,50,72,73,55,10,23
Robert Matlock,3519844,28-06-2005,2,71,94,84,25,54,5,66,12,88
Georgiana Troy,9341290,28-07-2001,1,79,5,22,80,99,77,18,76,60,23,95,24
Karen Giles,7376652,29-07-2000,2,16,55,29,66,24,93,39,95
Linda Knupp,4090364,08-09-2000,2,26,71,100,37,61,70,38,27,18,71,57,30,46,57,57,60,41,19,4,60,80,18,37,21,18
Sherrie Walker,5646166,17-05-2001,2,93,47,24,64,3,6,99,31,52,80,15,91,80,56,55,51,66,24,54,20,34
Bradley Porter,1843455,30-10-2002,1,52,61,25,4,98,20,51,92,84,63,25,96
Paul Meyer,5171172,12-01-2005,1,2,86,49,86,43,52,23,62,9,30,2,74,97,84,90,10,35,59,39,22,23,10
William Kline,8768405,06-11-2000,2,89,42,72,3,42
Lauren Holvey,6004010,19-12-2005,2,57,64,54,23,67,93,13,9,54
Jason Avino,7541040,24-05-2001,1,97,32,2,97,80,79,29,56,60,28,48,0,90
Patricia Sifuentes,4347610,02-12-2002,1,46,16,9,18,48,27,3,74
Robert Hornyak,9341225,12-09-2003,2,27,7,75,15,74,10,65,58,15,85,15,87,96,5,98,70,5,43,42,96,62,87
Cheryl Walker,1088172,05-05-2003,2,24,95,93,80,42,27,82,67,77,6,39,20,15
Patricia Barker,9127410,15-10-2001,2,70,85,34,20,83,71,82,23,68,0,71,17,59,97,44,25,40,98,85
Kay Kuster,8058881,06-07-2004,2,66,39,29,72,19,95,7,0,97,79,17,74,89,53,74,9,17,24,54,25,33,42,9,31
Claire Wilkerson,2492675,21-04-2002,1,99,65,43,23,9,75,94,85,19,97,31,65,48,5,55,82,3,35,6
Jacklyn Topolosky,3974982,13-06-2005,1,65,89,22,60,67,93,57,81,48,60,81,24,64,74,74,58,97,19,96,63,71
Henry Rodriguez,3453370,13-05-2001,1,69,45,7,99,60,0
Sue Igtanloc,7688093,29-02-2000,2,85,20,36,79,5,78,40,80,70,95,29
Wayne Wilson,4775269,17-04-2002,1,19,38,9,63,6,42,48,26,96,54,57,22,64,54,54,78,6,56,64
Paul Smith,6648160,07-11-2000,2,36,80,20,1,22,47,42,20,67,85
Edward Parrish,5809217,18-12-2000,2,38,67,79,95,36,84,12,44,52,87,60,90,16,83,14,23,100,32,92,27,64,60
Virginia Bowen,1647531,11-08-2003,1,20,22,79,80,17,63,93,78,93,23,81,14
James Corrieri,3232521,20-08-2000,1,14,45,46,79,42,78,51,12,88,87,38,32,75,22,81,83,3,66
Lorraine Guerra,5241144,28-01-2003,1,82,11,20,48,92,55,13,92
Helga Gordon,6462068,07-12-2002,2,57,91,46,69,19,64,19,40,87,54,64,97
Jessica Patrick,3952455,26-06-2001,1,79,5,41,23,83,3,17,5,22,15,35,54,11,7,6,76,71,71,61,38,67,5,27
Sonya Finley,5103569,06-10-2001,2,96,72,0,83,28,53,72,81,67,71,71
Kent Brown,8072767,10-11-2002,1,39,82,14,60,33,3,99,4,73,70,99,83,52,17,10,100,19,57,99,12
Gregory Rayburn,4410961,04-07-2001,1,67,77,21,47,7
Lester Irizarry,5552480,16-04-2004,1,84,98,50,9,33,1,52,95,8,24,20,91,1,42,36,18
Melinda Graves,1480612,14-11-2002,2,59,0,31,23,31,12
Joseph Mccullough,3629772,19-07-2004,1,8,68,60,3,70,21,97,91,65,30,95,26,23,80,27,54,47,89,37,94,48,9,100,49,62
Josette Bernal,6589348,10-07-2002,1,72,79,83,75,41,99,26,31,59,58,42,90,9,39,10
Claude Holder,1400365,03-05-2000,1,15,9,79,57,21,75,36,27,70,1,97,85,56,40
Mark Harp,6872582,04-07-2003,2,96,22,31,59,94,80,38,38,84,23,73,3,89,6,47,79,14,71,96,22,73,41,44,61,99
Robert Wiles,5420076,05-08-2003,1,36,26,3,51,43,38,43,15,47,82,86,83,34,46,28,70
Devin Johnson,4909846,11-02-2002,1,92,0,34,60,19,15,96,19,59,91,55,1,21,80,63,78,77,76,84,67,81,29,64,8
Jose Ferrusi,9896653,29-08-2000,2,14,27,11,82,91,44,72,77,22
Christine Williams,1596396,02-07-2000,1,74,2,22,22,51,72,46,67,69,40,65,24,72,6,26,88,45,45,71,32,78,53,75,94
Sarah Poormon,7257470,25-06-2001,2,30,59,35,31,97,99,89,85,4
Willie Carr,5825972,22-10-2003,1,37,33,88,28,21,49,25,32,13,22,5,27,72,96,30,36,4,3,11
Curtis Miller,7370440,19-09-2005,1,1,91,26,33,39,22,9,42,25,21,45,85,66,21,67,55,57,89,41,7
Nicole Alvarez,6011580,27-08-2004,1,41,17,92,23,63
Margaret Loomis,1172343,12-10-2002,2,74,50,77,63,65,30,52,64,6
Bessie Fagan,3245626,21-12-2001,1,56,66,56,42,26,74,46,45,47,80
William Barton,6493195,16-06-2005,2,93,88,35,4,100,7
Melissa Waldschmidt,6669201,13-03-2001,1,29,77,1,52,99,33,16
Raymond Lopez,1570762,08-10-2003,1,47,60,7,75,45,19,84,68,87,60,28,81,61,53,57,99,69,39,5
Roberta Duckworth,5147008,15-07-2005,1,90,61,61,83,39,71
Emil Bermudes,2057301,06-03-2003,1,60,12,63,26,41,88,22,56,44,33
Miriam Kirk,3693250,07-04-2002,2,9,58,7,28,9,73,87,91,13,22,59,2,56,2,77
Drew Leavitt,4001996,08-10-2005,2,93,45,99,24,48,84,21,2
Sharon Crawford,4169067,15-04-2003,2,6,93,46,35,42,62,41,99,13,59,19,57,91,60,16,81,49,35,10
Veronica Ehmann,7931581,25-01-2002,1,100,92,18,16,56,60
Mark Lancon,5474970,12-11-2001,2,89,77,20,77,38,45,55,80,99,10,31,7,37,38,76,67,2,25,40
Melinda Knox,1077012,01-04-2001,1,5,67,13,44,24
Kenneth Chavez,8266474,27-07-2003,1,18,8,87,61,86,17,24,43,30
Cara Staub,1511282,15-10-2003,2,43,10,67,9,43,91,5,57,83,52,10
Julio Holscher,7792355,20-01-2003,2,32,60,73,19,9,74,38,60,32,69,51,0,15,11,23
Quentin Kim,6014043,26-09-2005,2,38,21,51,63,76,23,32,75,80,92,12,74,27,92,47,31,20,79,39,100,22,88,10,83,56
Sharon Inman,4304149,03-12-2004,1,31,1,7,16,36,46,5,8,83,76,14,20,75,43,59,45
Rogelio Kearse,4787624,27-06-2000,2,72,87,55,20,41,57,12
Mary Roberts,1461516,24-08-2001,1,11,48,78,33,74,20,97,12,61,72,64,71,46,22,52,50,19,62,22,76,38
Daniel Michaels,1845729,23-09-2003,2,7,40,11,48,4,46,75
Zane Caro,3854919,11-03-2005,1,22,47,26,48,30
Constance Marsh,1648466,24-07-2003,1,46,39,91,89,11,86,58,0,23,27,98
Francis Imel,9122874,24-12-2005,2,53,33,79,52,69,64,94,64,26,20,93,40,36,84,73,3,89,36,0,34,77,83,10,98
Georgia Leventhal,7498373,04-09-2004,1,24,55,57,92,71,25,57,30,11,26,70,9,11,37,81,15,61,71,56,6,36
